Address,"Clean Air Act","Fugair Amount",PBT,"Water Amount"
"317 ST PAUL'S AVE",No,"250 Pounds",NON_PBT,"0 Pounds"
"319 2ND ST",No," Pounds",NON_PBT," Pounds"
"319 2ND ST",Yes," Pounds",NON_PBT," Pounds"
"320 COLFAX AVE.",Yes,"3 Pounds",NON_PBT,"0 Pounds"
"320 DULTY'S LN.",No," Pounds",NON_PBT," Pounds"
"320 DULTY'S LN.",Yes," Pounds",NON_PBT," Pounds"
"320 PATERSON PLANK RD",Yes,"149 Pounds",NON_PBT,"0 Pounds"
"320 PATERSON PLANK RD",Yes,"163 Pounds",NON_PBT,"0 Pounds"
"325 CORPORATE DR",No,"5 Pounds",NON_PBT,"0 Pounds"
"325 CORPORATE DR",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"329 NEW BRUNSWICK AVE",Yes,"46 Pounds",NON_PBT,"0 Pounds"
"329 NEW BRUNSWICK AVE",Yes,"53 Pounds",NON_PBT,"0 Pounds"
"329 NEW BRUNSWICK AVE",Yes,"84 Pounds",NON_PBT,"0 Pounds"
"329 NEW BRUNSWICK AVE",Yes,"8 Pounds",NON_PBT,"0 Pounds"
"32 EUCLID AVE.",Yes,"10107 Pounds",NON_PBT,"0 Pounds"
"330 DOREMUS AVE",No,"0 Pounds",NON_PBT,"0 Pounds"
"333 STARKE RD",No,"578 Pounds",NON_PBT,"0 Pounds"
"33 6TH AVE",No,"0 Pounds",NON_PBT,"0 Pounds"
"33 6TH AVE",No,"0 Pounds",NON_PBT," Pounds"
"33 6TH AVE",No,"5 Pounds",NON_PBT,"0 Pounds"
"337 SHERMAN AVE",Yes,"1268 Pounds",NON_PBT,"0 Pounds"
"3401-B TREMLEY POINT RD.",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"340 KINGSLAND ST",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"343 MURRAY HILL PKY.",No," Pounds",NON_PBT," Pounds"
"344 LODI ST",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"3451 S CLINTON AVE",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"3459 S CLINTON AVE",Yes,"179 Pounds",NON_PBT,"0 Pounds"
"3459 S CLINTON AVE",Yes,".5 Pounds",NON_PBT,"0 Pounds"
"3474 RAND AVE.",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"3474 RAND AVE.",Yes,"6729 Pounds",NON_PBT,"0 Pounds"
"3500 S. CLINTON AVE.",Yes," Pounds",NON_PBT," Pounds"
"3500 SUNSET AVE",Yes,"1500 Pounds",NON_PBT,"0 Pounds"
"3504 ROSE AVE.",Yes,"1115 Pounds",NON_PBT,"0 Pounds"
"350 ALLWOOD RD.",Yes," Pounds",NON_PBT," Pounds"
"353 DANFORTH AVE.",No,"250 Pounds",NON_PBT,"0 Pounds"
"353 DANFORTH AVE.",No,"750 Pounds",NON_PBT,"0 Pounds"
"353 DANFORTH AVE.",Yes,"750 Pounds",NON_PBT,"0 Pounds"
"353 POWERVILLE RD",Yes,".1 Pounds",NON_PBT,"0 Pounds"
"355 E 54TH ST.",Yes,"250 Pounds",NON_PBT,"0 Pounds"
"357 HAMBURG TURNPIKE",Yes," Pounds",NON_PBT," Pounds"
"35 8TH ST.",No,"250 Pounds",NON_PBT,"0 Pounds"
"359 LEXINGTON AVE.",No,"0 Pounds",NON_PBT,"0 Pounds"
"359 LEXINGTON AVE.",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"359 VETERANS BLVD",Yes,"2 Pounds",NON_PBT,"0 Pounds"
"359 VETERANS BLVD",Yes,"58 Pounds",NON_PBT,"0 Pounds"
"35 BLANCHARD ST",No,"500 Pounds",NON_PBT,"0 Pounds"
"35 CUTTERS DOCK RD.",No,"50 Pounds",NON_PBT,"0 Pounds"
"35 CUTTERS DOCK RD.",Yes,"73 Pounds",NON_PBT,"0 Pounds"
"35 DALE AVE.",Yes,"0 Pounds",NON_PBT," Pounds"
"35 EIGHTH ST",No,"0 Pounds",NON_PBT,"0 Pounds"
"35 EIGHTH ST",No," Pounds",NON_PBT," Pounds"
"35 EMPIRE BLVD",No,"0 Pounds",NON_PBT,"0 Pounds"
"35 EMPIRE BLVD",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"35 INDUSTRIAL RD",No,"0 Pounds",NON_PBT,"0 Pounds"
"35 INDUSTRIAL RD",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"35 MEADOWLAND PKY.",No," Pounds",NON_PBT," Pounds"
"35 MEADOWLAND PKY.",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"35 MEADOWLAND PKY.",Yes," Pounds",NON_PBT," Pounds"
"3601 S. CLINTON AVE.",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"360 DALZIEL RD.",No,"0 Pounds",NON_PBT,"0 Pounds"
"360 MURRAY HILL PKY.",No," Pounds",NON_PBT," Pounds"
"360 MURRAY HILL PKY.",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"360 MURRAY HILL PKY.",Yes," Pounds",NON_PBT," Pounds"
"3615 KENNEDY RD.",Yes,"10 Pounds",NON_PBT,"0 Pounds"
"363 PARK AVE.",Yes,"2481 Pounds",NON_PBT,"0 Pounds"
"363 S JEFFERSON ST",Yes,"9350 Pounds",NON_PBT,"0 Pounds"
"363 S ST",No,"250 Pounds",NON_PBT,"0 Pounds"
"363 S ST",Yes,"250 Pounds",NON_PBT,"0 Pounds"
"363 S ST",Yes,"750 Pounds",NON_PBT,"0 Pounds"
"3651 S. CLINTON AVE.",No,"5 Pounds",NON_PBT,"0 Pounds"
"3651 S. CLINTON AVE.",Yes,"5 Pounds",NON_PBT,"0 Pounds"
"36 BUTLER ST.",No,"0 Pounds",NON_PBT,"0 Pounds"
"36 BUTLER ST.",Yes,"120 Pounds",NON_PBT,"0 Pounds"
"36 NEWBURGH RD",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"36 NEWBURGH RD",Yes,"250 Pounds",NON_PBT,"0 Pounds"
"370 N AVE",No,"0 Pounds",NON_PBT,"0 Pounds"
"375 HUYLER ST",Yes,"386 Pounds",NON_PBT,"0 Pounds"
"375 METUCHEN RD.",Yes,"14720 Pounds",NON_PBT,"0 Pounds"
"375 MT PLEASANT AVE",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"377 CRANE ST",No,"0 Pounds",NON_PBT,"0 Pounds"
"385 COOPER RD",Yes,"5 Pounds",NON_PBT,"0 Pounds"
"387 FRANKLIN AVE",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"387 FRANKLIN AVE",Yes,"0 Pounds",NON_PBT,"1 Pounds"
"38 BORIGHT AVE",No,"100 Pounds",NON_PBT,"0 Pounds"
"38 BORIGHT AVE",Yes,"100 Pounds",NON_PBT,"0 Pounds"
"38 BORIGHT AVE",Yes,"10312 Pounds",NON_PBT,"0 Pounds"
"390 ADAMS ST",Yes,"18 Pounds",NON_PBT,"0 Pounds"
"390 ADAMS ST",Yes,"290 Pounds",NON_PBT,"0 Pounds"
"390 ADAMS ST",Yes,"9 Pounds",NON_PBT,"0 Pounds"
"390 CENTRAL AVE",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"391 E. INMAN AVE.",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"391 E. INMAN AVE.",Yes,"250 Pounds",NON_PBT,"0 Pounds"
"39 ATLANTIC ST.",No,"0 Pounds",NON_PBT," Pounds"
"39 ATLANTIC ST.",Yes,"0 Pounds",NON_PBT," Pounds"
"39 EVERGREEN ST.",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"3 BORINSKI RD",Yes,".014 Pounds",NON_PBT,"0 Pounds"
"3 E. 26TH ST.",No,"400 Pounds",NON_PBT,"0 Pounds"
"3 FIR CT.",No,"21000 Pounds",NON_PBT,"0 Pounds"
"3 MARS CT",No,"0 Pounds",NON_PBT,"0 Pounds"
"400 14TH ST.",Yes,"284 Pounds",NON_PBT,"0 Pounds"
"400 CLAREMONT AVE",No,"210 Pounds",NON_PBT,"0 Pounds"
"400 CLAREMONT AVE",Yes,"1246 Pounds",NON_PBT,"0 Pounds"
"400 CLAREMONT AVE",Yes,"375 Pounds",NON_PBT,"0 Pounds"
"400 CLAREMONT AVE",Yes,"65 Pounds",NON_PBT,"0 Pounds"
"400 COMMERCIAL AVE.",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"400 ELBOW LN.",Yes," Pounds",NON_PBT," Pounds"
"400 GOTHAM PKY.",Yes,"7800 Pounds",NON_PBT,"0 Pounds"
"400 INTERNATIONAL DR",Yes,"20 Pounds",NON_PBT,"0 Pounds"
"400 KULLER RD.",Yes,"86 Pounds",NON_PBT,"0 Pounds"
"400 MIDDLESEX AVE.",No,"0 Pounds",NON_PBT,"0 Pounds"
"400 MYRTLE AVE",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"400 N FRONTAGE RD",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"400 N FRONTAGE RD",Yes,".14 Pounds",NON_PBT,"0 Pounds"
"400 VICTORIA TERRACE",No,"0 Pounds",NON_PBT,"0 Pounds"
"401 HOOK RD",No,"5 Pounds",NON_PBT,"0 Pounds"
"401 WASHINGTON AVE.",Yes,"1450 Pounds",NON_PBT,"0 Pounds"
"401 WASHINGTON AVE.",Yes,"9160 Pounds",NON_PBT,"0 Pounds"
"405 ESSEX RD",No,"0 Pounds",NON_PBT,"0 Pounds"
"405 ESSEX RD",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"405 HERON DR.",Yes,"4526 Pounds",NON_PBT,"0 Pounds"
"40 AVE A",No,"300 Pounds",NON_PBT,"0 Pounds"
"40 AVE A",Yes,"14 Pounds",NON_PBT,"0 Pounds"
"40 AVE A",Yes,"33 Pounds",NON_PBT,"0 Pounds"
"40 BORIGHT AVE.",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"40 E. HANOVER AVE.",No,"0 Pounds",NON_PBT,"0 Pounds"
"40 E. HANOVER AVE.",Yes,"5 Pounds",NON_PBT,"0 Pounds"
"40 GREEN POND RD.",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"40 HARRY SHUPE BLVD",Yes," Pounds",NON_PBT," Pounds"
"40 INDUSTRIAL RD",No,"10 Pounds",NON_PBT,"0 Pounds"
"40 LESLIE CT.",Yes,"2776 Pounds",NON_PBT,"0 Pounds"
"40 VANDERHOOF AVE",Yes,"67 Pounds",NON_PBT,"0 Pounds"
"410 FRELINGHUYSEN AVE",No,"0 Pounds",NON_PBT,"0 Pounds"
"410 FRELINGHUYSEN AVE",No,"500 Pounds",NON_PBT,"0 Pounds"
"410 FRELINGHUYSEN AVE",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"414-462 AVE P",No,"287 Pounds",NON_PBT,"0 Pounds"
"414 WILSON AVE",No,"250 Pounds",NON_PBT,"0 Pounds"
"414 WILSON AVE",Yes,"0 Pounds",NON_PBT," Pounds"
"418 FALMOUTH AVE",Yes,"250 Pounds",NON_PBT,"0 Pounds"
"41 BROOK AVE",No,"0 Pounds",NON_PBT,"0 Pounds"
"41 BROOK AVE",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"41 DICKERSON ST.",Yes,"250 Pounds",NON_PBT,"0 Pounds"
"41 MONTGOMERY ST.",Yes,"11249 Pounds",NON_PBT,"0 Pounds"
"4-22 ERIE ST",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"429 DELANCY ST.",No,"1600 Pounds",NON_PBT,"250 Pounds"
"429 DELANCY ST.",No,"250 Pounds",NON_PBT,"0 Pounds"
"429 DELANCY ST.",Yes,"250 Pounds",NON_PBT,"0 Pounds"
"42 INTERVALE RD.",Yes," Pounds",NON_PBT," Pounds"
"4301A NEW BRUNSWICK AVE",Yes," Pounds",NON_PBT," Pounds"
"4301 S. CLINTON AVE.",Yes,"250 Pounds",NON_PBT,"0 Pounds"
"4315 NEW BRUNSWICK AVE.",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"440-450 E. 22ND ST.",No,"250 Pounds",NON_PBT,"0 Pounds"
"440 MEADOW LN",No,"250 Pounds",NON_PBT,"0 Pounds"
"443 COUNTY RD",Yes,"15000 Pounds",NON_PBT,"0 Pounds"
"445 GODWIN AVE.",No,"0 Pounds",NON_PBT,"0 Pounds"
"449 SOUTH AVE. E.",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"44 HEPWORTH PL",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"450 CLARK DR",Yes,".02 Pounds",NON_PBT,"0 Pounds"
"450 SCHUYLER AVE.",Yes,"1 Pounds",NON_PBT,"2 Pounds"
"453 BROAD AVE.",Yes,"750 Pounds",NON_PBT,"0 Pounds"
"454 ALWOOD RD",Yes,".25 Pounds",NON_PBT,"0 Pounds"
"456 NORDHOFF PL",No,"0 Pounds",NON_PBT,"0 Pounds"
"456 WASHINGTON AVE.",No,"0 Pounds",NON_PBT,"0 Pounds"
"456 WASHINGTON AVE.",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"45 DEMAREST DR",No,"0 Pounds",NON_PBT,"0 Pounds"
"45 OUTWATER LN",No,"5 Pounds",NON_PBT,"0 Pounds"
"460 COIT ST.",No,"10 Pounds",NON_PBT,"0 Pounds"
"460 COIT ST.",No,"499 Pounds",NON_PBT,"0 Pounds"
"460 COIT ST.",Yes,"4000 Pounds",NON_PBT,"0 Pounds"
"460 STRAIGHT ST.",No,"0 Pounds",NON_PBT,"0 Pounds"
"461 BROAD AVE.",No,"250 Pounds",NON_PBT,"0 Pounds"
"461 BROAD AVE.",No,"750 Pounds",NON_PBT,"0 Pounds"
"461 BROAD AVE.",Yes,"1100 Pounds",NON_PBT,"0 Pounds"
"461 BROAD AVE.",Yes,"250 Pounds",NON_PBT,"0 Pounds"
"461 BROAD AVE.",Yes,"750 Pounds",NON_PBT,"0 Pounds"
"465 INDUSTRIAL WAY W",No,"0 Pounds",NON_PBT,"0 Pounds"
"468 INDUSTRIAL WAY W.",No,"0 Pounds",NON_PBT,"0 Pounds"
"46 ALBERT AVE.",No,"0 Pounds",NON_PBT,"0 Pounds"
"46 ALBERT AVE.",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"46 ALBERT AVE.",Yes,"10 Pounds",NON_PBT,"0 Pounds"
"46 ALBERT AVE.",Yes,"89 Pounds",NON_PBT,"0 Pounds"
"46 DEFOREST AVE.",No,"250 Pounds",NON_PBT,"0 Pounds"
"46 DEFOREST AVE.",No,"3895 Pounds",NON_PBT,"0 Pounds"
"46 FORD RD.",No,"28384 Pounds",NON_PBT,"0 Pounds"
"470-496 19TH AVE.",No,"0 Pounds",NON_PBT,"0 Pounds"
"470 FRELINGHUYSEN AVE.",No," Pounds",NON_PBT," Pounds"
"470 FRELINGHUYSEN AVE.",Yes,"1 Pounds",NON_PBT,"0 Pounds"
"474 BARELL AVE.",No,"0 Pounds",NON_PBT,"0 Pounds"
"475 BROAD AVE",Yes,"750 Pounds",NON_PBT,"0 Pounds"
"475 WALNUT ST.",Yes," Pounds",NON_PBT," Pounds"
"47 SINDLE AVE",No,"0 Pounds",NON_PBT,"0 Pounds"
"480 FRELINGHUYSEN AVE",No,"0 Pounds",NON_PBT,"0 Pounds"
"480 S. DEAN ST.",Yes,"737 Pounds",NON_PBT,"0 Pounds"
"481 RIVER RD.",Yes,"0 Pounds",NON_PBT," Pounds"
"484 WASHINGTON AVE",Yes,"5 Pounds",NON_PBT,"0 Pounds"
"485 BLOY ST.",Yes,"417 Pounds",NON_PBT,"5 Pounds"
"488 MULBERRY ST.",Yes,"4000 Pounds",NON_PBT,"0 Pounds"
"48-94 BAYWAY AVE",No,"0 Pounds",NON_PBT,"0 Pounds"
"48 BURGESS PL",No,"701 Pounds",NON_PBT,"0 Pounds"
"48 BURGESS PL",Yes,"1457 Pounds",NON_PBT,"0 Pounds"
"48 BURGESS PL",Yes,"1880 Pounds",NON_PBT,"0 Pounds"
"48 E. 5TH ST.",Yes,"643 Pounds",NON_PBT,"0 Pounds"
"48 HORSEHILL RD",Yes," Pounds",NON_PBT," Pounds"
"48 LEFFERT STREET",No," Pounds",NON_PBT," Pounds"
"4900 TREMLEY POINT RD.",No,"1 Pounds",NON_PBT,"0 Pounds"
"4900 TREMLEY POINT RD.",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"4900 TREMLEY POINT RD.",Yes,"41 Pounds",NON_PBT,"0 Pounds"
"490 HENDRICKS CAUSEWAY",No,"0 Pounds",NON_PBT,"0 Pounds"
"490 HENDRICKS CAUSEWAY",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"495 BLVD.",No,"0 Pounds",NON_PBT,"0 Pounds"
"495 BLVD.",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"495 BLVD.",Yes,"861 Pounds",NON_PBT,"0 Pounds"
"49 INDUSTRIAL AVE",No,"624 Pounds",NON_PBT,"0 Pounds"
"49 INDUSTRIAL AVE",No," Pounds",NON_PBT," Pounds"
"49 VESEY ST.",No,"1000 Pounds",NON_PBT,"0 Pounds"
"49 VESEY ST.",Yes,"1000 Pounds",NON_PBT,"0 Pounds"
"49 VESEY ST.",Yes,"2000 Pounds",NON_PBT,"0 Pounds"
"4 BRIDGEWATER LN.",No,"250 Pounds",NON_PBT,"0 Pounds"
"4 ESTERBROOK LN",Yes," Pounds",NON_PBT," Pounds"
"4 HENDERSON DR.",No,"0 Pounds",NON_PBT,"500 Pounds"
"4 HENDERSON DR.",No,"0 Pounds",NON_PBT,"750 Pounds"
"4 HOOK RD.",No,"0 Pounds",NON_PBT,"144020 Pounds"
"4 HOOK RD.",No,"10 Pounds",NON_PBT,"0 Pounds"
"4 HOOK RD.",No,"250 Pounds",NON_PBT,"0 Pounds"
"4 HOOK RD.",Yes,"250 Pounds",NON_PBT,"0 Pounds"
"500 - 13TH ST",No,"250 Pounds",NON_PBT,"0 Pounds"
"5008 INDUSTRIAL RD.",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"500 NORTH  AVE.",No,"0 Pounds",NON_PBT,"0 Pounds"
"500 WILLOW TREE RD.",No,"0 Pounds",NON_PBT,"0 Pounds"
"501 LITTLE FALLS RD.",Yes," Pounds",NON_PBT," Pounds"
"5029 INDUSTRIAL RD",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"502 YORK ST",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"50-56 1ST AVE",No," Pounds",NON_PBT," Pounds"
"50-56 1ST AVE",Yes," Pounds",NON_PBT," Pounds"
"50 AMOR AVE.",No,"250 Pounds",NON_PBT,"0 Pounds"
"50 BRYLA ST",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"50 CALIFORNIA AVENUE",Yes,"5 Pounds",NON_PBT,"0 Pounds"
"50 CENTRAL AVE.",Yes,"5 Pounds",NON_PBT,"0 Pounds"
"50 HANOVER RD",No,"0 Pounds",NON_PBT,"0 Pounds"
"50 HARRISON ST.",Yes,"14000 Pounds",NON_PBT,"0 Pounds"
"50 LACKAWANNA AVE",Yes,"970 Pounds",NON_PBT,"0 Pounds"
"50 MIDDLESEX AVENUE.",No,"40 Pounds",NON_PBT,"0 Pounds"
"50 MIDDLESEX AVENUE.",Yes," Pounds",NON_PBT," Pounds"
"50 PAGE RD.",No," Pounds",NON_PBT," Pounds"
"515-519 DOWD AVE.",No,"250 Pounds",NON_PBT,"0 Pounds"
"515-519 DOWD AVE.",Yes,"10000 Pounds",NON_PBT,"0 Pounds"
"515-519 DOWD AVE.",Yes,"250 Pounds",NON_PBT,"0 Pounds"
"517 LYONS AVE",No,"0 Pounds",NON_PBT,"0 Pounds"
"517 LYONS AVE.",No,"0 Pounds",NON_PBT,"0 Pounds"
"520 MAIN AVE",No,"0 Pounds",NON_PBT,"0 Pounds"
"520 SOUTH AVE.",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"525 ORITAN AVE.",No,"10000 Pounds",NON_PBT,"0 Pounds"
"525 ORITAN AVE.",No,"500 Pounds",NON_PBT,"0 Pounds"
"525 ORITAN AVE.",Yes,"10000 Pounds",NON_PBT,"0 Pounds"
"52-64 VAN DYKE ST",Yes,"32 Pounds",NON_PBT,"0 Pounds"
"52 AMSTERDAM ST",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"52 AMSTERDAM ST",Yes,"10 Pounds",NON_PBT,"0 Pounds"
"52 AMSTERDAM ST",Yes,".5 Pounds",NON_PBT,"0 Pounds"
"52 AMSTERDAM ST",Yes," Pounds",NON_PBT," Pounds"
"52 PARK AVE",Yes," Pounds",NON_PBT," Pounds"
"53-57 VAN DYKE ST.",No,"0 Pounds",NON_PBT,"0 Pounds"
"535 DOWD AVE",No,"750 Pounds",NON_PBT,"0 Pounds"
"53-61 SECOND AVE",Yes,"6600 Pounds",NON_PBT,"0 Pounds"
"538 FOREST ST",No,"0 Pounds",NON_PBT,"0 Pounds"
"540 PEDRICKTOWN RD.",No,"5 Pounds",NON_PBT,"0 Pounds"
"543 56TH ST",No,"0 Pounds",NON_PBT,"0 Pounds"
"555 LEHIGH AVE.",No,"100 Pounds",NON_PBT,"0 Pounds"
"55 FAIRVIEW AVE.",No,"0 Pounds",NON_PBT,"0 Pounds"
"55 LA FRANCE AVE",Yes,"86 Pounds",NON_PBT,"0 Pounds"
"55 MADISON CIRCLE DR.",No,"250 Pounds",NON_PBT,"0 Pounds"
"55 MANUFACTURERS PL.",No,"250 Pounds",NON_PBT,"0 Pounds"
"55 PASSAIC AVE",Yes," Pounds",NON_PBT," Pounds"
"55 SCHOON AVE.",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"55 SHEPHERDS LN.",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"55 WINANS AVE.",No,"0 Pounds",NON_PBT,"0 Pounds"
"560 INDEPENDENCE ST",No,"0 Pounds",NON_PBT,"0 Pounds"
"560 INDEPENDENCE ST",No,"1141 Pounds",NON_PBT,"0 Pounds"
"560 INDEPENDENCE ST",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"565 EAGLE ROCK AVE",No,"0 Pounds",NON_PBT,"0 Pounds"
"565 EAGLE ROCK AVE",No,"15 Pounds",NON_PBT,"0 Pounds"
"565 EAGLE ROCK AVE",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"565 EAGLE ROCK AVE",Yes,"1 Pounds",NON_PBT,"0 Pounds"
"565 EAGLE ROCK AVE",Yes,"71 Pounds",NON_PBT,"0 Pounds"
"57 CORDIER ST",No,"0 Pounds",NON_PBT,"0 Pounds"
"57 WOOD ST.",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"580 DIVISION ST.",No,"0 Pounds",NON_PBT,"0 Pounds"
"580 DIVISION ST.",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"58 LOCUST AVE.",Yes,"1250 Pounds",NON_PBT,"0 Pounds"
"58 LOCUST AVE.",Yes,"28431 Pounds",NON_PBT,"0 Pounds"
"596 RIVER RD",No," Pounds",NON_PBT," Pounds"
"59 RT 10",No,"0 Pounds",NON_PBT,"0 Pounds"
"59 RT 10",Yes,"13.15 Pounds",NON_PBT,"0 Pounds"
"59 RT 17",Yes," Pounds",NON_PBT," Pounds"
"59 SPRUCE ST",Yes,"250 Pounds",NON_PBT,"0 Pounds"
"5 ASTRO PL",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"5 BADER RD",Yes," Pounds",NON_PBT," Pounds"
"5 HENDERSON DR.",Yes,"10121 Pounds",NON_PBT,"0 Pounds"
"5 MANSARD CT",Yes,"5 Pounds",NON_PBT,"0 Pounds"
"5 N STILES ST",No," Pounds",NON_PBT," Pounds"
"5 N STILES ST",Yes," Pounds",NON_PBT," Pounds"
"5 STAHUBER AVE",Yes,"19520 Pounds",NON_PBT,"0 Pounds"
"5 THORNTON RD.",No,"0 Pounds",NON_PBT,"0 Pounds"
"600 CORTLANDT ST",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"600 GETTY AVE.",No,"0 Pounds",NON_PBT,"0 Pounds"
"600 GETTY AVE.",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"600 HWY. 36",No,"5 Pounds",NON_PBT,"0 Pounds"
"600 INDUSTRIAL RD",No,"0 Pounds",NON_PBT,"0 Pounds"
"600 INDUSTRIAL RD",No,"5 Pounds",NON_PBT,"0 Pounds"
"600 INDUSTRIAL RD",Yes,"5 Pounds",NON_PBT,"0 Pounds"
"600 MILIK ST",No,"0 Pounds",NON_PBT,"0 Pounds"
"600 MILIK ST",No,"5 Pounds",NON_PBT,"0 Pounds"
"600 MILIK ST",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"600 MILIK ST",Yes,"5 Pounds",NON_PBT,"0 Pounds"
"600 OKERSON RD",No,"8 Pounds",NON_PBT,"0 Pounds"
"600 OKERSON RD",Yes,"160 Pounds",NON_PBT,"0 Pounds"
"600 OKERSON RD",Yes,"22 Pounds",NON_PBT,"0 Pounds"
"600 OKERSON RD",Yes,"510 Pounds",NON_PBT,"0 Pounds"
"600 RT 440",Yes,"25 Pounds",NON_PBT,"0 Pounds"
"600 RYERSON RD",Yes," Pounds",NON_PBT," Pounds"
"601 WEST LINDEN AVE.",Yes,"1000 Pounds",NON_PBT,"0 Pounds"
"603 BERGEN ST.",No,"5 Pounds",NON_PBT,"0 Pounds"
"609 W. ELIZABETH AVE.",No,"0 Pounds",NON_PBT,"0 Pounds"
"60 CEDAR LN",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"60 CHAPIN RD.",No,"2 Pounds",NON_PBT,"0 Pounds"
"60 LISTER AVE.",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"60 LISTER AVE.",Yes,"2 Pounds",NON_PBT,"0 Pounds"
"60 S JEFFERSON RD",No,"22809 Pounds",NON_PBT,"0 Pounds"
"60 WEBRO RD",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"60 WEBRO RD",Yes,"2 Pounds",NON_PBT,"0 Pounds"
"610 E 36TH ST",Yes,"250 Pounds",NON_PBT,"0 Pounds"
"610 RAHWAY AVE",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"610 RIVER RD.",No,"0 Pounds",NON_PBT,"0 Pounds"
"610 RIVER RD.",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"614 HERON DR.",No,"0 Pounds",NON_PBT,"0 Pounds"
"615 RIVER RD",No,"0 Pounds",NON_PBT,"0 Pounds"
"615 RIVER RD",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"616 HOLLYWOOD AVE",No,"0 Pounds",NON_PBT,"0 Pounds"
"616 HOLLYWOOD AVE",Yes,"209 Pounds",NON_PBT,"0 Pounds"
"616 HOLLYWOOD AVE",Yes,"35 Pounds",NON_PBT,"0 Pounds"
"61 JERSEYVILLE AVE",No,"0 Pounds",NON_PBT,"0 Pounds"
"61 JERSEYVILLE AVE",No,"217 Pounds",NON_PBT,"0 Pounds"
"61 KULLER RD.",Yes," Pounds",NON_PBT," Pounds"
"61 RIVER DR",No," Pounds",NON_PBT," Pounds"
"625 MT. HOPE RD.",No,"0 Pounds",NON_PBT,"0 Pounds"
"628 FIRST AVE. W.",No,"76 Pounds",NON_PBT,"0 Pounds"
"628 HENRY ST.",No,"0 Pounds",NON_PBT," Pounds"
"62 WOOLSEY ST",Yes,"750 Pounds",NON_PBT,"0 Pounds"
"641 DOWD AVE",Yes,"0 Pounds",NON_PBT,"0 Pounds"
"644 W MT PLEASANT AVE",No,"5 Pounds",NON_PBT,"0 Pounds"
"650 E CRESCENT AVE",No,"79 Pounds",NON_PBT,"0 Pounds"
"650 HADLEY RD",No,"0 Pounds",NON_PBT,"0 Pounds"
"650 UNION BLD.",No,"250 Pounds",NON_PBT,"0 Pounds"
"651 TONNELE AVE.",Yes,"5 Pounds",NON_PBT,"0 Pounds"
